"DateTime","CaseID","TradingPeriod","Island","vSPDFIRMegawatts","vSPDFIRDollarsPerMegawattHour","vSPDSIRMegawatts","vSPDSIRDollarsPerMegawattHour"
"26-FEB-2025 11:55","251012025022255930","TP24","NI",259.64778,765.00000,310.78474,40.00000
"26-FEB-2025 11:55","251012025022255930","TP24","SI",193.28514,575.28087,185.00000,70.00000
