"DateTime","CaseID","TradingPeriod","Pnodename","vSPDDollarsPerMegawattHour","vSPDLoadMegawatts","vSPDGenerationMegawatts"
"26-FEB-2025 11:55","251012025022255930","TP24","HWA1101 PTA2",83.86875,0.00000,1.00000
"26-FEB-2025 11:55","251012025022255930","TP24","HWA1101 PTA3",83.86875,0.00000,1.03158
"26-FEB-2025 11:55","251012025022255930","TP24","HWA1102",83.86875,11.97356,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","HWA1102 WAA0",83.86875,0.00000,22.65000
"26-FEB-2025 11:55","251012025022255930","TP24","HWB0331",78.02045,31.71878,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","HWB0331 MAH0",78.02045,0.00000,33.88000
"26-FEB-2025 11:55","251012025022255930","TP24","HWB0331 WPI0",78.02045,0.00000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","HWB1101",77.97092,0.00000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","HWB2201",78.05481,0.00000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","IGH1101",81.31995,0.00000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","INV0331",79.75671,36.87424,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","INV1101",80.07133,0.00000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","INV2201",79.72423,0.00000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","INV2202",79.72423,0.00000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","ISL0331",80.51409,31.15237,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","ISL0661",80.56198,142.41085,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","ISL2201",80.33708,0.00000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","JRD1101",81.35086,0.34535,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","JRD1101 JRD0",81.35086,0.00000,90.40000
"26-FEB-2025 11:55","251012025022255930","TP24","KAI0111",81.81315,8.49610,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","KAI0661",81.75607,0.00000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","KAW0111",85.17670,12.91200,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","KAW0111 TAM0",85.17670,0.00000,24.00000
"26-FEB-2025 11:55","251012025022255930","TP24","KAW0112",85.40372,20.70000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","KAW0112 ONU0",85.40372,0.00000,49.00000
"26-FEB-2025 11:55","251012025022255930","TP24","KAW1101",85.54349,0.00000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","KAW1101 KAG0",85.54349,0.00000,105.00000
"26-FEB-2025 11:55","251012025022255930","TP24","KAW2201",86.21157,0.00000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","KBT0661",81.39224,0.00000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","KBT0662",81.39219,0.00000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","KBY0661",81.41877,3.58339,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","KBY0662",81.41935,3.69898,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","KIK0111",80.79615,1.38712,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","KIK1101",80.81293,0.00000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","KIK2201",81.06766,0.00000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","KIN0111",91.48648,19.40000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","KIN0112",91.18241,11.20000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","KIN0112 KIN0",91.18241,0.00000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","KIN0113",91.46111,35.20000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","KIN0331",91.30903,11.17315,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","KIN1005",91.18241,0.00000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","KIN1009",91.19980,0.00000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","KIN1101",91.10364,0.00000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","KIN1102",91.10364,0.00000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","KMO0331",89.51264,17.97862,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","KMO1101",89.32390,0.00000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","KMO1102",89.32390,0.00000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","KMO1103",89.32390,0.00000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","KMO2201",88.91263,0.00000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","KOE1101",92.40443,23.98165,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","KOE1101 KSF0",92.40443,0.00000,23.69000
"26-FEB-2025 11:55","251012025022255930","TP24","KOE1101 NGB0",92.40443,0.00000,30.00000
"26-FEB-2025 11:55","251012025022255930","TP24","KPA1101",82.15020,0.63078,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","KPA1101 KPI1",82.15020,0.00000,14.00000
"26-FEB-2025 11:55","251012025022255930","TP24","KPO1101",91.62231,0.00000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","KPO1101 KPO0",91.62231,0.00000,44.00000
"26-FEB-2025 11:55","251012025022255930","TP24","KPU0661",95.47981,26.81557,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","KPU1101",95.09416,0.00000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","KPU1102",95.09446,0.00000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","KUM0661",81.67177,0.00000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","KUM0661 KUM0",81.67177,0.00000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","KWA0111",81.76889,19.09593,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","KWA1101",81.62245,0.00000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","KWA1102",81.62238,0.00000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","LFD1101",90.42826,2.64093,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","LFD1102",90.42826,2.53935,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","LIV2201",77.15072,0.00000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","LTN0331",81.90391,44.09332,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","LTN0331 TWF0",81.90391,0.00000,30.00000
"26-FEB-2025 11:55","251012025022255930","TP24","LTN2201",81.66547,0.00000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","LTN2201 TUR0",81.66547,0.00000,194.00000
"26-FEB-2025 11:55","251012025022255930","TP24","LTN2202",82.03419,0.00000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","MAN2201",77.01774,0.00000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","MAN2201 MAN0",77.01774,0.00000,410.00000
"26-FEB-2025 11:55","251012025022255930","TP24","MAT1101",85.42959,0.00000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","MAT1101 ANI0",85.42959,0.00000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","MAT1101 MAT0",85.42959,0.00000,20.00000
"26-FEB-2025 11:55","251012025022255930","TP24","MCH0111",81.13727,0.00000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","MCH1101",81.11206,0.00000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","MDN1101",94.27136,0.00000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","MDN2201",94.06659,0.00000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","MGM0331",84.25214,11.07158,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","MGM1101",83.91013,0.00000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","MHO0331",84.33966,24.77393,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","MHO0331 MHO0",84.33966,0.00000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","MHO1101",84.01431,0.00000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","MHO1102",84.01524,0.00000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","MHT1102",81.55614,0.00000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","MHT1103",81.55522,0.00000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","MKE1101",80.75120,0.81259,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","MKE1101 MKE1",80.75120,0.00000,42.70000
"26-FEB-2025 11:55","251012025022255930","TP24","MKT1101",81.27649,0.00000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","MLG0111",81.94183,14.42352,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","MLG0331",81.78145,15.74399,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","MLG1101",81.70424,0.00000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","MLG1102",81.68960,0.00000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","MNG0331",93.48709,88.97893,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","MNG1101",93.21262,4.60000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","MNI0111",81.90213,9.04010,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","MNI1101",81.66932,0.00000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","MPE1101",94.73059,75.26642,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","MST0331",84.32722,27.62816,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","MST1101",84.13331,0.00000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","MTI2201",87.22690,0.00000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","MTI2201 MTI0",87.22690,0.00000,146.85315
"26-FEB-2025 11:55","251012025022255930","TP24","MTM0331",90.12669,38.80131,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","MTM1101",89.93631,0.00000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","MTN0331",83.95605,21.02584,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","MTN1101",83.67170,0.00000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","MTN1102",83.66154,0.00000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","MTO0331",95.97621,9.54797,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","MTO1101",95.59937,0.00000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","MTO1102",95.59410,0.00000,0.00000
"26-FEB-2025 11:55","251012025022255930","TP24","MTR0331",85.91191,3.75824,0.00000
